class1,class2,static_distance,semantic_distance
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Item,0.0,0.7121459186744764
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.product.AddController,0.0,0.9209286065722171
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Product,0.0,0.8793172043321278
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.interfaces.SaleInterface,0.0,0.39364838031612526
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Category,0.0,0.7355282860029214
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.dao.SupplierDao,0.0,0.5724483483886447
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.purchase.PurchaseController,0.0,0.9662080880175508
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.category.AddController,0.0,0.8622395908383538
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Sale,0.0,0.8877698587345081
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.employee.AddController,0.0,0.8878769221209137
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.dao.PurchaseDao,0.0,0.5836456769495926
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Purchase,0.0,0.8764500245351265
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.dao.InvoiceDao,0.0,0.5776218085741626
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.purchase.AddController,0.0,0.9089685191684774
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.model.EmployeeModel,0.0,0.8536935447731451
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.interfaces.ReportInterface,0.0,0.45382233638935404
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.category.EditController,0.0,0.8871410207558156
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.pdf.PrintInvoice,0.0,0.9089681129721261
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.supplier.AddController,0.0,0.8630874143539347
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.pos.InvoiceController,0.0,0.9229511379865051
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.employee.EditController,0.0,0.9329771715301647
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.model.SalesModel,0.0,0.5927468647231939
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.admin.AdminController,0.0,0.9461335720192131
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.model.ProductModel,0.0,0.8119453843624882
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Payment,0.0,0.22023266038865283
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.report.ViewController,0.0,0.832299189308987
