service1,service2,static_distance,semantic_distance
Application Service 11,Application Service 6,0.0,0.0
Application Service 11,Application Service 7,0.0,0.0
Application Service 11,Application Service 8,0.0,0.0
Application Service 11,Application Service 9,0.0,0.0
Application Service 11,Entity Service 1,0.0,0.0
Application Service 11,Entity Service 10,0.0,0.0
Application Service 11,Entity Service 11,0.0,0.0
Application Service 11,Entity Service 12,0.0,0.0
Application Service 11,Entity Service 13,0.0,0.0
Application Service 11,Entity Service 14,0.0,0.0
Application Service 11,Entity Service 15,0.0,0.0
Application Service 11,Entity Service 16,0.0,0.0
Application Service 11,Entity Service 17,0.0,0.0
Application Service 11,Entity Service 18,0.0,0.0
Application Service 11,Entity Service 19,0.0,0.0
Application Service 11,Entity Service 2,0.0,0.0
Application Service 11,Entity Service 20,0.0,0.0
Application Service 11,Entity Service 21,0.0,0.0
Application Service 11,Entity Service 22,0.0,0.0
Application Service 11,Entity Service 23,0.0,0.0
Application Service 11,Entity Service 24,0.0,0.0
Application Service 11,Entity Service 25,0.0,0.0
Application Service 11,Entity Service 26,0.0,0.0
Application Service 11,Entity Service 27,0.0,0.0
Application Service 11,Entity Service 28,0.0,0.0
Application Service 11,Entity Service 29,0.0,0.0
Application Service 11,Entity Service 3,0.0,0.0
Application Service 11,Entity Service 30,0.0,0.0
Application Service 11,Entity Service 31,0.0,0.0
Application Service 11,Entity Service 32,0.0,0.0
Application Service 11,Entity Service 33,0.0,0.0
Application Service 11,Entity Service 34,0.0,0.0
Application Service 11,Entity Service 35,0.0,0.0
Application Service 11,Entity Service 4,0.0,0.0
Application Service 11,Entity Service 5,0.0,0.0
Application Service 11,Entity Service 6,0.0,0.0
Application Service 11,Entity Service 7,0.0,0.0
Application Service 11,Entity Service 8,0.0,0.0
Application Service 11,Entity Service 9,0.0,0.0
Application Service 11,Utility Service 1,0.0,0.0
Application Service 11,Utility Service 10,0.0,0.0
Application Service 11,Utility Service 11,0.0,0.0
Application Service 11,Utility Service 12,0.0,0.0
Application Service 11,Utility Service 13,0.0,0.0
Application Service 11,Utility Service 2,0.0,0.0
Application Service 11,Utility Service 3,0.0,0.0
Application Service 11,Utility Service 4,0.0,0.0
Application Service 11,Utility Service 5,0.0,0.0
Application Service 11,Utility Service 6,0.0,0.0
Application Service 11,Utility Service 7,0.0,0.0
Application Service 11,Utility Service 8,0.0,0.0
Application Service 11,Utility Service 9,0.0,0.0
Application Service 12,Application Service 1,0.0,0.8702409223856209
Application Service 12,Application Service 10,0.0,0.7388099586193273
Application Service 12,Application Service 11,0.0,0.0
Application Service 12,Application Service 13,0.0,0.9029917278817711
Application Service 12,Application Service 14,0.0,0.72662889699572
Application Service 12,Application Service 15,0.0,0.8366790969426936
Application Service 12,Application Service 16,0.0,0.7929046768076726
Application Service 12,Application Service 17,0.0,0.9043678718941738
Application Service 12,Application Service 18,0.0,0.9389540970432717
Application Service 12,Application Service 19,0.0,0.6562807692844397
Application Service 12,Application Service 2,0.0,0.8860952625255014
Application Service 12,Application Service 3,0.0,0.9169351675449965
Application Service 12,Application Service 4,0.0,0.9019138425183483
Application Service 12,Application Service 5,0.0,0.9098191459753396
Application Service 12,Application Service 6,0.0,0.7568845935983106
Application Service 12,Application Service 7,0.0,0.5479371956319732
Application Service 12,Application Service 8,0.0,0.7367422921761899
Application Service 12,Application Service 9,0.0,0.8820701369532062
Application Service 12,Entity Service 1,0.0,0.9291731465596537
Application Service 12,Entity Service 10,0.0,0.8796211052861588
Application Service 12,Entity Service 11,0.0,0.42213571841920944
Application Service 12,Entity Service 12,0.0,0.8729696336717923
Application Service 12,Entity Service 13,0.0,0.8570399926238077
Application Service 12,Entity Service 14,0.0,0.9096800032348434
Application Service 12,Entity Service 15,0.0,0.7837999268440208
